entry,name,signature,status,chunk
"18001b870","FUN_18001b870","undefined FUN_18001b870(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001c180","FUN_18001c180","undefined FUN_18001c180(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001cab0","FUN_18001cab0","undefined FUN_18001cab0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001cc00","FUN_18001cc00","undefined FUN_18001cc00(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001cf00","SetTXACFCOMPRun","undefined SetTXACFCOMPRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001cf70","SetTXACFCOMPPosition","undefined SetTXACFCOMPPosition(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001cfe0","SetTXACFCOMPprofile","undefined SetTXACFCOMPprofile(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d1a0","SetTXACFCOMPGprofile","undefined SetTXACFCOMPGprofile(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d240","SetTXACFCOMPEprofile","undefined SetTXACFCOMPEprofile(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d2e0","SetTXACFCOMPPrecomp","undefined SetTXACFCOMPPrecomp(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d3c0","SetTXACFCOMPPeqRun","undefined SetTXACFCOMPPeqRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d430","SetTXACFCOMPPrePeq","undefined SetTXACFCOMPPrePeq(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d4c0","GetTXACFCOMPDisplayCompression","undefined GetTXACFCOMPDisplayCompression(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d680","SetTXACFCOMPCompCurve","undefined SetTXACFCOMPCompCurve(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d730","SetTXACFCOMPCompWeights","undefined SetTXACFCOMPCompWeights(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d930","GetTXACFCOMPCompDraw","undefined GetTXACFCOMPCompDraw(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001d9c0","SetTXACFCOMPPeqCurve","undefined SetTXACFCOMPPeqCurve(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001da70","SetTXACFCOMPPeqWeights","undefined SetTXACFCOMPPeqWeights(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001dc70","GetTXACFCOMPPeqDraw","undefined GetTXACFCOMPPeqDraw(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001dd00","FUN_18001dd00","undefined FUN_18001dd00(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001e470","SetTXACFIRRun","undefined SetTXACFIRRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001e4d0","SetTXACFIRNC","undefined SetTXACFIRNC(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001e570","FUN_18001e570","undefined FUN_18001e570(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001e7f0","OpenChannel","undefined OpenChannel(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001e9f0","FUN_18001e9f0","undefined FUN_18001e9f0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001ea60","FUN_18001ea60","undefined FUN_18001ea60(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001eb90","CloseChannel","undefined CloseChannel(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001fc70","FUN_18001fc70","undefined FUN_18001fc70(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180020e00","SetType","undefined SetType(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180020e90","SetInputBuffsize","undefined SetInputBuffsize(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180020f10","SetDSPBuffsize","undefined SetDSPBuffsize(void)","OK","wdsp.dll.decompiled.part-0001.c"
